$state_name=Virginia
$city_name=Charlottesville
$lat_deg=38.090
$long_deg=-78.460
$elevation=148
$timezone_offset=-75.0
temperature,humidity,solar_direct,solar_diffuse,pressure,wind_speed
1:17:3:0:0,29.840,63.234,0.000,0.000,1011.000,1.790
1:17:4:0:0,28.400,63.039,0.000,0.000,1012.000,1.790
1:17:5:0:0,27.140,63.360,0.000,0.000,1013.000,1.566
1:17:6:0:0,26.420,64.260,0.000,0.000,1014.000,1.566
1:17:7:0:0,25.880,64.692,0.000,0.000,1014.000,1.566
1:17:8:0:0,25.160,65.106,0.000,0.000,1015.000,1.342
1:17:9:0:0,24.080,65.996,0.000,0.000,1016.000,1.118
1:17:10:0:0,23.000,68.508,0.000,0.000,1017.000,0.895
1:17:11:0:0,22.460,69.532,0.000,0.000,1018.000,0.895
1:17:12:0:0,23.540,65.926,0.000,0.000,1018.000,1.118
1:17:13:0:0,26.060,55.271,63.824,3.716,1019.000,1.118
1:17:14:0:0,28.760,47.527,80.640,5.110,1020.000,1.118
1:17:15:0:0,31.280,43.242,87.050,5.667,1020.000,0.895
1:17:16:0:0,33.440,40.282,90.580,5.946,1019.000,0.671
1:17:17:0:0,35.060,38.368,91.509,6.039,1019.000,0.671
1:17:18:0:0,35.960,37.916,90.488,5.667,1019.000,0.671
1:17:19:0:0,35.600,39.075,86.586,5.295,1019.000,0.671
1:17:20:0:0,33.440,43.954,78.224,4.552,1019.000,0.671
1:17:21:0:0,29.120,69.776,58.250,3.066,1019.000,1.118
1:17:22:0:0,25.520,73.790,0.000,0.000,1019.000,1.342
1:17:23:0:0,24.440,78.383,0.000,0.000,1019.000,1.118
1:18:0:0:0,23.360,82.005,0.000,0.000,1019.000,0.447
1:18:1:0:0,23.000,82.613,0.000,0.000,1019.000,0.447
1:18:2:0:0,22.820,82.600,0.000,0.000,1019.000,0.447
1:18:3:0:0,22.640,82.587,0.000,0.000,1018.000,0.671
1:18:4:0:0,23.180,80.734,0.000,0.000,1018.000,0.671
1:18:5:0:0,23.900,78.943,0.000,0.000,1018.000,0.671
1:18:6:0:0,24.440,78.383,0.000,0.000,1017.000,0.895
1:18:7:0:0,24.980,77.233,0.000,0.000,1017.000,0.895
1:18:8:0:0,25.340,76.674,0.000,0.000,1016.000,0.895
1:18:9:0:0,25.340,75.501,0.000,0.000,1016.000,0.895
1:18:10:0:0,25.520,75.519,0.000,0.000,1016.000,0.895
1:18:11:0:0,25.880,73.828,0.000,0.000,1015.000,0.895
1:18:12:0:0,27.140,69.544,0.000,0.000,1015.000,0.895
1:18:13:0:0,28.940,60.241,0.000,3.716,1015.000,1.118
1:18:14:0:0,30.380,57.254,4.645,11.706,1015.000,1.118
1:18:15:0:0,31.640,56.998,0.000,11.334,1014.000,1.118
1:18:16:0:0,32.720,57.159,1.486,17.094,1012.000,1.118
1:18:17:0:0,33.620,57.292,0.000,14.493,1011.000,1.118
1:18:18:0:0,33.980,58.674,4.181,18.859,1009.000,1.118
1:18:19:0:0,33.800,61.859,0.000,12.542,1008.000,1.118
1:18:20:0:0,33.080,67.640,0.000,6.875,1007.000,0.895
1:18:21:0:0,32.180,77.313,0.000,3.902,1007.000,0.671
1:18:22:0:0,31.640,84.479,0.000,0.000,1006.000,0.671
1:18:23:0:0,31.640,85.107,0.000,0.000,1006.000,0.671
1:19:0:0:0,32.000,85.760,0.000,0.000,1004.000,0.671
1:19:1:0:0,32.360,86.416,0.000,0.000,1003.000,0.895
1:19:2:0:0,32.720,87.715,0.000,0.000,1002.000,0.671
1:19:3:0:0,33.260,88.388,0.000,0.000,1001.000,0.671
1:19:4:0:0,33.440,90.353,0.000,0.000,999.000,0.671
1:19:5:0:0,33.800,91.692,0.000,0.000,998.000,0.671
1:19:6:0:0,33.980,93.038,0.000,0.000,997.000,0.671
1:19:7:0:0,34.160,94.399,0.000,0.000,997.000,0.671
1:19:8:0:0,33.980,95.769,0.000,0.000,996.000,0.671
1:19:9:0:0,33.260,98.567,0.000,0.000,996.000,0.671
1:19:10:0:0,32.900,96.446,0.000,0.000,996.000,0.895
1:19:11:0:0,32.900,93.684,0.000,0.000,996.000,1.118
1:19:12:0:0,34.700,82.841,0.000,0.000,997.000,1.566
1:19:13:0:0,37.580,73.926,0.000,5.388,997.000,2.237
1:19:14:0:0,39.560,64.515,72.836,6.039,998.000,2.461
1:19:15:0:0,41.180,55.435,80.826,7.061,998.000,2.461
1:19:16:0:0,42.440,51.256,85.099,7.339,997.000,2.461
1:19:17:0:0,42.980,49.831,86.400,7.432,997.000,2.461
1:19:18:0:0,42.800,50.176,85.006,7.154,997.000,2.461
1:19:19:0:0,41.180,52.614,81.290,6.503,997.000,2.237
1:19:20:0:0,38.300,57.112,71.907,5.574,998.000,2.237
1:19:21:0:0,34.520,64.341,50.632,3.716,999.000,1.790
1:19:22:0:0,31.280,71.095,0.000,0.000,1000.000,1.566
1:19:23:0:0,30.020,72.588,0.000,0.000,1000.000,1.566
1:20:0:0:0,28.220,75.785,0.000,0.000,1001.000,1.342
1:20:1:0:0,27.320,76.861,0.000,0.000,1001.000,1.342
1:20:2:0:0,26.420,78.559,0.000,0.000,1000.000,1.118
1:20:3:0:0,26.240,77.945,0.000,0.000,1000.000,1.118
1:20:4:0:0,26.960,75.084,0.000,0.000,1000.000,1.342
1:20:5:0:0,27.500,72.872,0.000,0.000,1000.000,1.342
1:20:6:0:0,27.500,72.872,0.000,0.000,1000.000,1.342
1:20:7:0:0,27.500,72.872,0.000,0.000,999.000,1.342
1:20:8:0:0,27.680,72.891,0.000,0.000,999.000,1.566
1:20:9:0:0,27.860,73.470,0.000,0.000,1000.000,1.566
1:20:10:0:0,27.680,74.016,0.000,0.000,1001.000,1.790
1:20:11:0:0,27.500,72.872,0.000,0.000,1002.000,1.790
1:20:12:0:0,28.400,66.548,0.000,0.000,1002.000,2.237
1:20:13:0:0,29.840,57.173,60.294,3.902,1003.000,2.461
1:20:14:0:0,31.280,49.870,78.689,5.203,1004.000,2.461
1:20:15:0:0,33.260,44.623,88.072,5.295,1004.000,2.461
1:20:16:0:0,34.880,42.160,91.881,5.295,1004.000,2.237
1:20:17:0:0,36.140,40.742,92.439,5.574,1004.000,2.237
1:20:18:0:0,36.680,41.155,91.138,5.574,1004.000,2.013
1:20:19:0:0,36.140,43.380,85.842,5.295,1004.000,1.790
1:20:20:0:0,33.800,50.276,77.295,4.645,1005.000,1.342
1:20:21:0:0,28.940,70.291,58.157,3.159,1006.000,0.895
1:20:22:0:0,25.700,79.708,0.000,0.000,1007.000,0.671
1:20:23:0:0,25.340,78.464,0.000,0.000,1007.000,0.671
1:21:0:0:0,25.340,77.266,0.000,0.000,1008.000,0.671
1:21:1:0:0,25.340,79.069,0.000,0.000,1009.000,0.447
1:21:2:0:0,24.980,82.128,0.000,0.000,1009.000,0.447
1:21:3:0:0,25.340,80.908,0.000,0.000,1009.000,0.447
1:21:4:0:0,26.240,80.980,0.000,0.000,1009.000,0.224
1:21:5:0:0,26.960,81.037,0.000,0.000,1010.000,0.224
1:21:6:0:0,27.320,80.453,0.000,0.000,1010.000,0.224
1:21:7:0:0,27.500,80.467,0.000,0.000,1010.000,0.224
1:21:8:0:0,26.960,81.655,0.000,0.000,1009.000,0.224
1:21:9:0:0,26.420,82.236,0.000,0.000,1009.000,0.224
1:21:10:0:0,26.600,81.627,0.000,0.000,1010.000,0.224
1:21:11:0:0,27.140,78.026,0.000,0.000,1010.000,0.447
1:21:12:0:0,27.680,74.016,0.000,0.000,1010.000,0.671
1:21:13:0:0,28.400,65.528,0.000,2.230,1009.000,0.895
1:21:14:0:0,29.120,62.167,69.399,5.760,1009.000,0.895
1:21:15:0:0,29.660,62.241,76.738,6.689,1009.000,0.895
1:21:16:0:0,29.660,65.690,79.432,7.432,1009.000,1.118
1:21:17:0:0,29.480,70.892,0.000,11.427,1008.000,1.118
1:21:18:0:0,29.120,75.299,0.000,12.449,1006.000,1.342
1:21:19:0:0,28.940,78.188,0.000,10.312,1005.000,1.342
1:21:20:0:0,28.580,81.165,0.000,7.804,1004.000,1.342
1:21:21:0:0,28.220,83.621,0.000,0.557,1004.000,1.118
1:21:22:0:0,28.220,84.889,0.000,0.000,1003.000,1.118
1:21:23:0:0,28.220,85.529,0.000,0.000,1003.000,1.118
1:22:0:0:0,28.400,86.184,0.000,0.000,1002.000,1.118
1:22:1:0:0,28.580,86.842,0.000,0.000,1002.000,1.118
1:22:2:0:0,28.760,87.504,0.000,0.000,1001.000,1.118
1:22:3:0:0,28.940,87.514,0.000,0.000,1000.000,1.118
1:22:4:0:0,29.120,87.523,0.000,0.000,999.000,0.895
1:22:5:0:0,28.940,88.829,0.000,0.000,998.000,0.895
1:22:6:0:0,28.220,90.806,0.000,0.000,997.000,0.895
1:22:7:0:0,27.680,92.841,0.000,0.000,996.000,0.671
1:22:8:0:0,27.320,93.525,0.000,0.000,996.000,0.671
1:22:9:0:0,27.680,92.151,0.000,0.000,995.000,0.671
1:22:10:0:0,28.400,91.492,0.000,0.000,995.000,0.671
1:22:11:0:0,28.940,90.835,0.000,0.000,995.000,0.671
1:22:12:0:0,30.200,86.934,0.000,0.000,995.000,0.671
1:22:13:0:0,32.900,83.325,50.818,4.924,995.000,0.671
1:22:14:0:0,36.320,78.832,0.000,8.826,995.000,0.671
1:22:15:0:0,40.280,73.132,5.110,17.094,995.000,0.895
1:22:16:0:0,43.340,69.356,0.000,11.334,993.000,1.118
1:22:17:0:0,44.960,68.066,1.208,17.744,992.000,1.118
1:22:18:0:0,45.140,70.559,1.672,17.466,992.000,1.118
1:22:19:0:0,43.520,79.435,0.000,10.312,991.000,1.118
1:22:20:0:0,40.100,89.353,0.000,3.252,991.000,1.342
1:22:21:0:0,36.140,94.448,46.452,4.459,991.000,1.566
1:22:22:0:0,32.900,97.854,0.000,0.000,992.000,1.342
1:22:23:0:0,31.640,97.132,0.000,0.000,992.000,1.118
1:23:0:0:0,30.380,97.829,0.000,0.000,993.000,0.671
1:23:1:0:0,29.660,96.394,0.000,0.000,993.000,0.671
1:23:2:0:0,29.120,94.972,0.000,0.000,993.000,0.671
1:23:3:0:0,28.580,93.562,0.000,0.000,993.000,0.671
1:23:4:0:0,28.400,92.176,0.000,0.000,993.000,0.671
1:23:5:0:0,28.400,90.813,0.000,0.000,993.000,0.671
1:23:6:0:0,28.040,90.799,0.000,0.000,993.000,0.671
1:23:7:0:0,27.680,90.107,0.000,0.000,994.000,0.671
1:23:8:0:0,27.320,88.750,0.000,0.000,994.000,0.895
1:23:9:0:0,27.140,88.076,0.000,0.000,994.000,0.895
1:23:10:0:0,26.780,87.396,0.000,0.000,995.000,0.895
1:23:11:0:0,26.240,86.709,0.000,0.000,996.000,0.671
1:23:12:0:0,28.760,78.171,0.000,0.000,997.000,0.895
1:23:13:0:0,32.900,72.896,56.764,4.459,997.000,1.118
1:23:14:0:0,35.600,64.482,73.579,6.596,997.000,1.342
1:23:15:0:0,37.760,58.774,80.640,7.804,997.000,1.342
1:23:16:0:0,39.380,55.999,17.094,21.739,997.000,1.342
1:23:17:0:0,40.460,55.328,0.279,15.979,996.000,1.342
1:23:18:0:0,41.000,55.822,47.938,15.701,996.000,1.342
1:23:19:0:0,40.640,59.183,79.339,7.990,995.000,1.118
1:23:20:0:0,37.400,74.450,70.420,6.410,995.000,0.895
1:23:21:0:0,31.820,95.728,51.190,4.088,995.000,0.671
1:23:22:0:0,28.580,90.820,0.000,0.000,995.000,0.671
1:23:23:0:0,28.040,90.799,0.000,0.000,996.000,0.671
1:24:0:0:0,27.500,91.458,0.000,0.000,997.000,0.671
1:24:1:0:0,26.960,91.438,0.000,0.000,997.000,0.671
1:24:2:0:0,26.240,90.725,0.000,0.000,997.000,0.671
1:24:3:0:0,26.420,88.039,0.000,0.000,998.000,0.671
1:24:4:0:0,27.320,86.771,0.000,0.000,998.000,0.671
1:24:5:0:0,27.320,89.419,0.000,0.000,998.000,0.671
1:24:6:0:0,26.960,88.732,0.000,0.000,998.000,0.895
1:24:7:0:0,27.320,84.830,0.000,0.000,998.000,1.118
1:24:8:0:0,27.680,84.854,0.000,0.000,997.000,1.118
1:24:9:0:0,27.680,84.854,0.000,0.000,998.000,1.342
1:24:10:0:0,27.860,82.344,0.000,0.000,998.000,1.342
1:24:11:0:0,27.860,82.344,0.000,0.000,999.000,1.118
1:24:12:0:0,30.020,79.469,0.000,0.000,999.000,0.895
1:24:13:0:0,33.260,74.586,0.000,2.880,999.000,0.671
1:24:14:0:0,35.420,68.432,0.000,8.175,1000.000,0.895
1:24:15:0:0,37.580,62.840,0.000,13.006,1000.000,0.895
1:24:16:0:0,39.740,58.618,31.401,19.881,999.000,0.895
1:24:17:0:0,40.820,57.054,19.417,22.854,998.000,0.895
1:24:18:0:0,40.640,59.623,0.093,14.957,997.000,1.118
1:24:19:0:0,40.100,65.539,0.000,9.755,997.000,0.895
1:24:20:0:0,38.120,77.284,9.476,11.984,997.000,0.895
1:24:21:0:0,33.980,89.721,0.000,0.557,997.000,1.342
1:24:22:0:0,30.920,88.270,0.000,0.000,997.000,1.342
1:24:23:0:0,30.200,90.886,0.000,0.000,997.000,0.895
1:25:0:0:0,29.660,92.904,0.000,0.000,997.000,0.671
1:25:1:0:0,29.480,92.213,0.000,0.000,997.000,0.895
1:25:2:0:0,28.940,92.195,0.000,0.000,997.000,0.895
1:25:3:0:0,28.040,91.479,0.000,0.000,997.000,0.671
1:25:4:0:0,26.960,90.755,0.000,0.000,997.000,0.671
1:25:5:0:0,26.420,90.052,0.000,0.000,997.000,0.671
1:25:6:0:0,25.880,89.352,0.000,0.000,996.000,0.671
1:25:7:0:0,25.520,88.661,0.000,0.000,996.000,0.671
1:25:8:0:0,25.880,86.688,0.000,0.000,996.000,0.671
1:25:9:0:0,26.600,86.076,0.000,0.000,996.000,0.671
1:25:10:0:0,26.780,86.740,0.000,0.000,996.000,0.671
1:25:11:0:0,26.600,86.729,0.000,0.000,996.000,0.671
1:25:12:0:0,29.120,78.204,0.000,0.000,996.000,0.671
1:25:13:0:0,32.900,70.213,2.415,6.225,995.000,0.895
1:25:14:0:0,35.060,58.830,0.000,9.012,995.000,1.342
1:25:15:0:0,35.600,56.715,0.743,14.679,995.000,1.566
1:25:16:0:0,35.420,57.121,0.000,6.317,994.000,1.790
1:25:17:0:0,35.420,56.688,29.915,21.554,993.000,2.013
1:25:18:0:0,35.060,54.931,78.689,9.755,993.000,2.237
1:25:19:0:0,33.980,53.930,30.844,16.072,993.000,2.237
1:25:20:0:0,32.360,54.942,67.355,7.154,994.000,2.237
1:25:21:0:0,30.020,58.550,49.889,4.459,994.000,2.013
1:25:22:0:0,27.860,62.478,0.000,0.000,995.000,2.013
1:25:23:0:0,27.140,62.378,0.000,0.000,996.000,2.013
1:26:0:0:0,25.700,61.208,0.000,0.000,997.000,2.461
1:26:1:0:0,24.620,57.752,0.000,0.000,998.000,2.461
1:26:2:0:0,23.540,54.003,0.000,0.000,999.000,2.461
1:26:3:0:0,22.100,52.478,0.000,0.000,999.000,2.461
1:26:4:0:0,20.660,52.246,0.000,0.000,1000.000,2.237
1:26:5:0:0,19.220,53.756,0.000,0.000,1000.000,2.013
1:26:6:0:0,17.960,55.354,0.000,0.000,1000.000,1.790
1:26:7:0:0,17.060,56.600,0.000,0.000,1000.000,1.566
1:26:8:0:0,16.340,58.391,0.000,0.000,1000.000,1.566
1:26:9:0:0,15.800,60.271,0.000,0.000,1000.000,1.342
1:26:10:0:0,15.260,62.731,0.000,0.000,1001.000,1.118
1:26:11:0:0,15.440,63.275,0.000,0.000,1001.000,0.895
1:26:12:0:0,17.780,58.608,0.000,0.000,1001.000,0.895
1:26:13:0:0,21.740,48.296,62.802,3.809,1002.000,1.342
1:26:14:0:0,25.520,42.954,77.574,5.203,1001.000,1.342
1:26:15:0:0,29.120,41.176,84.170,6.039,1000.000,1.566
1:26:16:0:0,32.360,40.743,41.342,18.023,999.000,1.566
1:26:17:0:0,35.240,41.561,38.462,19.881,998.000,1.790
1:26:18:0:0,37.220,44.243,19.324,21.739,997.000,1.790
1:26:19:0:0,37.760,50.136,0.000,11.241,997.000,1.566
1:26:20:0:0,36.140,62.178,0.000,8.361,997.000,1.118
1:26:21:0:0,32.000,85.129,54.534,3.809,997.000,0.895
1:26:22:0:0,29.660,83.720,0.000,0.000,997.000,0.895
1:26:23:0:0,29.480,84.337,0.000,0.000,997.000,0.895
1:27:0:0:0,28.760,86.852,0.000,0.000,997.000,0.671
1:27:1:0:0,27.860,88.776,0.000,0.000,996.000,0.671
1:27:2:0:0,27.140,90.762,0.000,0.000,996.000,0.671
1:27:3:0:0,26.600,92.113,0.000,0.000,995.000,0.671
1:27:4:0:0,26.060,94.902,0.000,0.000,995.000,0.671
1:27:5:0:0,25.700,96.329,0.000,0.000,994.000,0.671
1:27:6:0:0,25.340,97.779,0.000,0.000,994.000,0.671
1:27:7:0:0,25.160,97.777,0.000,0.000,994.000,0.671
1:27:8:0:0,25.520,95.605,0.000,0.000,993.000,0.895
1:27:9:0:0,25.880,93.483,0.000,0.000,993.000,0.895
1:27:10:0:0,26.060,92.094,0.000,0.000,993.000,0.895
1:27:11:0:0,26.420,90.052,0.000,0.000,993.000,0.895
1:27:12:0:0,29.120,81.207,0.000,0.000,993.000,1.118
1:27:13:0:0,33.980,73.556,59.086,4.088,993.000,1.118
1:27:14:0:0,39.920,65.517,75.809,5.574,992.000,1.566
1:27:15:0:0,45.320,60.710,84.449,6.039,992.000,1.790
1:27:16:0:0,49.280,59.104,88.165,6.225,991.000,1.790
1:27:17:0:0,51.620,59.848,89.094,6.317,990.000,1.790
1:27:18:0:0,52.160,63.380,62.059,11.892,989.000,1.566
1:27:19:0:0,50.720,71.166,82.870,5.853,988.000,1.342
1:27:20:0:0,46.220,85.393,75.251,5.017,988.000,1.118
1:27:21:0:0,40.100,98.610,57.600,3.530,988.000,0.895
1:27:22:0:0,37.220,100.000,0.000,0.000,989.000,0.895
1:27:23:0:0,37.400,98.594,0.000,0.000,989.000,0.895
1:28:0:0:0,36.680,97.890,0.000,0.000,989.000,0.895
1:28:1:0:0,36.500,97.194,0.000,0.000,989.000,0.895
1:28:2:0:0,36.140,96.497,0.000,0.000,989.000,0.671
1:28:3:0:0,36.140,95.810,0.000,0.000,988.000,0.671
1:28:4:0:0,36.140,95.810,0.000,0.000,988.000,0.671
1:28:5:0:0,35.600,97.880,0.000,0.000,988.000,0.671
1:28:6:0:0,35.240,97.877,0.000,0.000,989.000,0.671
1:28:7:0:0,34.880,97.873,0.000,0.000,989.000,0.671
1:28:8:0:0,34.160,97.164,0.000,0.000,988.000,0.671
1:28:9:0:0,33.440,95.759,0.000,0.000,988.000,0.447
1:28:10:0:0,33.080,93.689,0.000,0.000,988.000,0.447
1:28:11:0:0,33.260,91.007,0.000,0.000,988.000,0.671
1:28:12:0:0,34.880,85.309,0.000,0.186,988.000,0.895
1:28:13:0:0,37.760,79.529,0.000,1.951,988.000,1.118
1:28:14:0:0,40.280,70.527,0.000,4.459,988.000,1.342
1:28:15:0:0,42.080,58.518,0.000,2.973,987.000,1.342
1:28:16:0:0,43.160,50.988,0.000,4.459,987.000,1.342
1:28:17:0:0,43.340,48.419,0.000,6.968,986.000,1.566
1:28:18:0:0,42.800,48.333,0.000,6.410,985.000,1.566
1:28:19:0:0,41.540,49.978,0.000,9.848,985.000,1.566
1:28:20:0:0,38.480,57.139,0.000,4.181,985.000,1.342
1:28:21:0:0,34.160,71.415,10.405,6.039,986.000,1.118
1:28:22:0:0,31.280,74.385,0.000,0.000,987.000,1.342
1:28:23:0:0,30.560,70.477,0.000,0.000,987.000,1.342
1:29:0:0:0,28.400,73.527,0.000,0.000,989.000,1.790
1:29:1:0:0,27.140,71.722,0.000,0.000,989.000,2.013
1:29:2:0:0,25.700,67.246,0.000,0.000,990.000,2.461
1:29:3:0:0,23.720,59.964,0.000,0.000,991.000,2.684
1:29:4:0:0,21.560,52.821,0.000,0.000,992.000,2.684
1:29:5:0:0,20.120,50.886,0.000,0.000,993.000,2.908
1:29:6:0:0,19.040,51.129,0.000,0.000,994.000,2.684
1:29:7:0:0,18.680,51.924,0.000,0.000,995.000,2.684
1:29:8:0:0,18.320,54.504,0.000,0.000,996.000,2.461
1:29:9:0:0,18.320,56.330,0.000,0.000,996.000,2.237
1:29:10:0:0,18.140,57.708,0.000,0.000,998.000,2.013
1:29:11:0:0,18.320,58.210,0.000,0.000,999.000,1.790
1:29:12:0:0,19.580,55.608,20.346,1.115,1000.000,1.790
1:29:13:0:0,22.100,51.210,63.546,4.274,1000.000,1.790
1:29:14:0:0,25.160,46.544,79.060,5.853,1000.000,2.013
1:29:15:0:0,27.860,42.313,86.493,6.596,1000.000,2.013
1:29:16:0:0,29.840,39.662,89.466,7.246,1000.000,2.013
1:29:17:0:0,31.100,38.926,90.209,7.432,1000.000,1.790
1:29:18:0:0,31.820,38.737,89.280,7.154,999.000,1.790
1:29:19:0:0,31.640,39.653,85.842,6.596,999.000,1.790
1:29:20:0:0,30.200,43.405,78.503,5.574,999.000,1.342
1:29:21:0:0,26.600,57.590,61.037,3.902,999.000,0.895
1:29:22:0:0,23.360,78.896,0.000,0.000,1000.000,0.671
1:29:23:0:0,22.820,79.463,0.000,0.000,1000.000,0.671
1:30:0:0:0,22.100,80.021,0.000,0.000,1000.000,0.671
1:30:1:0:0,21.740,79.991,0.000,0.000,999.000,0.671
1:30:2:0:0,21.020,80.558,0.000,0.000,999.000,0.671
1:30:3:0:0,20.480,80.513,0.000,0.000,999.000,0.671
1:30:4:0:0,19.940,81.103,0.000,0.000,1000.000,0.671
1:30:5:0:0,19.580,82.357,0.000,0.000,1000.000,0.671
1:30:6:0:0,19.400,83.646,0.000,0.000,1000.000,0.671
1:30:7:0:0,19.220,84.955,0.000,0.000,1000.000,0.671
1:30:8:0:0,19.040,86.285,0.000,0.000,1000.000,0.671
1:30:9:0:0,18.680,87.625,0.000,0.000,1000.000,0.671
1:30:10:0:0,18.140,90.384,0.000,0.000,1000.000,0.671
1:30:11:0:0,18.320,90.392,0.000,0.000,1000.000,0.671
1:30:12:0:0,21.380,81.218,16.165,1.208,999.000,0.895
1:30:13:0:0,26.780,68.966,58.993,4.645,999.000,1.342
1:30:14:0:0,32.720,58.942,73.115,6.596,998.000,1.790
1:30:15:0:0,37.400,52.424,80.919,7.618,997.000,2.237
1:30:16:0:0,40.100,50.127,84.728,8.083,996.000,2.461
1:30:17:0:0,41.360,50.706,84.356,8.547,994.000,2.461
1:30:18:0:0,41.720,53.092,0.000,13.285,993.000,2.237
1:30:19:0:0,40.820,58.772,0.000,12.821,992.000,2.013
1:30:20:0:0,38.840,67.832,12.728,13.006,992.000,1.790
1:30:21:0:0,36.320,77.121,0.000,1.115,993.000,1.566
1:30:22:0:0,34.160,79.228,0.000,0.000,994.000,1.566
1:30:23:0:0,33.440,73.500,0.000,0.000,994.000,1.790
1:31:0:0:0,29.840,74.802,0.000,0.000,995.000,1.790
1:31:1:0:0,27.680,73.451,0.000,0.000,996.000,1.790
1:31:2:0:0,26.060,70.501,0.000,0.000,996.000,1.790
1:31:3:0:0,24.800,66.609,0.000,0.000,997.000,1.566
1:31:4:0:0,23.900,63.922,0.000,0.000,997.000,1.790
1:31:5:0:0,23.000,61.802,0.000,0.000,998.000,1.790
1:31:6:0:0,22.100,61.183,0.000,0.000,998.000,1.790
1:31:7:0:0,21.380,61.573,0.000,0.000,998.000,1.790
1:31:8:0:0,20.660,61.968,0.000,0.000,999.000,1.790
1:31:9:0:0,19.760,62.343,0.000,0.000,1000.000,1.566
1:31:10:0:0,18.860,62.723,0.000,0.000,1001.000,1.566
1:31:11:0:0,17.960,64.666,0.000,0.000,1002.000,1.342
1:31:12:0:0,18.860,61.713,23.319,1.208,1003.000,1.566
1:31:13:0:0,21.380,53.224,65.961,3.995,1003.000,1.790
1:31:14:0:0,24.260,46.392,81.104,5.388,1004.000,1.566
1:31:15:0:0,27.320,41.878,87.700,6.225,1004.000,1.342
1:31:16:0:0,30.200,38.457,91.045,6.596,1004.000,1.118
1:31:17:0:0,32.360,36.110,92.160,6.689,1003.000,1.118
1:31:18:0:0,33.620,35.174,91.231,6.503,1003.000,0.895
1:31:19:0:0,33.800,36.067,87.886,6.039,1003.000,0.895
1:31:20:0:0,32.720,38.892,80.454,5.295,1002.000,0.671
1:31:21:0:0,30.380,56.810,64.568,3.809,1002.000,1.118
1:31:22:0:0,27.680,57.299,0.000,0.000,1002.000,1.566
1:31:23:0:0,26.240,60.804,0.000,0.000,1002.000,1.790
2:1:0:0:0,44.960,100.000,0.000,0.000,994.000,1.118
2:1:1:0:0,45.140,100.000,0.000,0.000,993.000,1.118
2:1:2:0:0,45.140,100.000,0.000,0.000,993.000,1.118
2:1:3:0:0,45.140,99.319,0.000,0.000,993.000,1.118
2:1:4:0:0,44.600,100.000,0.000,0.000,993.000,1.118
2:1:5:0:0,44.060,100.000,0.000,0.000,993.000,1.118
2:1:6:0:0,43.700,100.000,0.000,0.000,993.000,0.895
2:1:7:0:0,43.160,100.000,0.000,0.000,993.000,0.895
2:1:8:0:0,42.620,99.311,0.000,0.000,992.000,0.895
2:1:9:0:0,42.080,99.309,0.000,0.000,992.000,0.895
2:1:10:0:0,41.540,100.000,0.000,0.000,993.000,0.895
2:1:11:0:0,41.360,98.618,0.000,0.000,993.000,0.895
2:1:12:0:0,42.260,94.595,11.241,1.301,994.000,0.895
2:1:13:0:0,44.420,91.429,50.632,5.295,994.000,1.118
2:1:14:0:0,48.020,86.090,66.147,7.804,994.000,1.118
2:1:15:0:0,52.340,81.236,74.973,8.826,994.000,0.895
2:1:16:0:0,55.580,77.737,23.690,22.668,994.000,0.895
2:1:17:0:0,57.740,74.859,20.624,24.341,993.000,0.447
2:1:18:0:0,58.280,74.411,0.465,16.351,993.000,0.447
2:1:19:0:0,56.120,82.059,0.000,9.848,993.000,0.447
2:1:20:0:0,52.880,94.208,0.000,8.547,994.000,0.895
2:1:21:0:0,49.820,98.669,0.000,5.017,995.000,1.118
2:1:22:0:0,46.760,100.000,0.000,0.000,997.000,1.118
2:1:23:0:0,45.140,95.315,0.000,0.000,998.000,1.118
2:2:0:0:0,41.540,97.935,0.000,0.000,998.000,0.895
2:2:1:0:0,39.920,98.609,0.000,0.000,999.000,0.671
2:2:2:0:0,38.300,100.000,0.000,0.000,999.000,0.671
2:2:3:0:0,36.860,100.000,0.000,0.000,1000.000,0.671
2:2:4:0:0,36.140,99.291,0.000,0.000,1000.000,0.671
2:2:5:0:0,35.420,99.288,0.000,0.000,1001.000,0.895
2:2:6:0:0,34.160,100.000,0.000,0.000,1001.000,0.671
2:2:7:0:0,33.080,100.000,0.000,0.000,1002.000,0.671
2:2:8:0:0,32.540,99.279,0.000,0.000,1003.000,0.671
2:2:9:0:0,31.820,99.277,0.000,0.000,1004.000,0.671
2:2:10:0:0,30.920,100.000,0.000,0.000,1005.000,0.671
2:2:11:0:0,31.100,95.715,0.000,0.000,1005.000,0.671
2:2:12:0:0,34.520,85.287,0.000,0.836,1006.000,0.895
2:2:13:0:0,39.380,79.663,55.091,4.645,1007.000,1.118
2:2:14:0:0,43.700,74.538,9.476,13.935,1008.000,1.342
2:2:15:0:0,47.480,67.400,19.603,19.417,1008.000,1.342
2:2:16:0:0,50.000,60.909,19.881,23.319,1007.000,1.118
2:2:17:0:0,51.800,57.795,13.006,24.805,1007.000,1.118
2:2:18:0:0,52.340,57.464,3.902,21.089,1006.000,1.118
2:2:19:0:0,51.800,60.296,5.110,18.302,1006.000,1.342
2:2:20:0:0,49.280,69.537,0.000,8.547,1005.000,0.895
2:2:21:0:0,44.420,92.064,52.583,4.552,1006.000,0.671
2:2:22:0:0,41.900,91.978,0.000,0.000,1006.000,0.671
